Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,ASSET #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Pro-Lift Motorcycle Jack Stand,91715,DRUG TASK FORCE,12/07/2015,$125.00,$2.88,0.23,$28.75,$28.75,Successful,12/10/2015,,TF-329-038,,,3659267685,$3000,$0.00,$96.25,Enterprise,0
Asus Laptop,91714,DRUG TASK FORCE,12/07/2015,$150.99,$3.47,0.23,$34.72,$34.72,Successful,12/08/2015,,TF-329-005,,,3659090532,$3000,$0.00,$116.26,Enterprise,0
Titan Power Wheel Chair,91711,DRUG TASK FORCE,12/07/2015,$263.00,$6.05,0.23,$60.49,$60.49,Successful,12/08/2015,,TF-329-059,,,3659127702,$3000,$0.00,$202.51,Enterprise,0
KWA Airsoft Gun,91710,DRUG TASK FORCE,12/07/2015,$262.00,$6.03,0.23,$60.26,$60.26,Successful,12/07/2015,,TF-329-054,,,3659032623,$3000,$0.00,$201.74,Enterprise,0
Bell Motorcycle Helmet,91707,DRUG TASK FORCE,12/07/2015,$45.00,$1.04,0.23,$10.35,$10.35,Successful,12/10/2015,,TF-329-069,,,3659267804,$3000,$0.00,$34.65,Enterprise,0
Kodak Digital Camera,91706,DRUG TASK FORCE,12/07/2015,$10.00,$0.23,0.23,$2.30,$2.30,Successful,12/07/2015,,TF-329-003,,,3659010397,$3000,$0.00,$7.69,Enterprise,0
Sony 8GB Handycam,91705,DRUG TASK FORCE,12/07/2015,$123.00,$2.83,0.23,$28.29,$28.29,Successful,12/08/2015,,TF-329-002,,,3659102341,$3000,$0.00,$94.71,Enterprise,0
Apple Power Book G4,91713,DRUG TASK FORCE,12/07/2015,$78.00,$1.79,0.23,$17.94,$17.94,Successful,12/08/2015,,TF-329-012,,,3659124757,$3000,$0.00,$60.06,Enterprise,0
Kings Inc. Couch,91765,LP FIELD,12/07/2015,$3.00,,0.23,$0.69,$0.69,Successful,12/07/2015,,LP-100950,,,3659019977,$3000,$0.00,$2.31,Enterprise,0
Kings Inc. Couch,91764,LP FIELD,12/07/2015,$3.00,,0.23,$0.69,$0.69,Successful,12/07/2015,,LP-100947,,,3659019971,$3000,$0.00,$2.31,Enterprise,0
Kings Inc. Couch,91763,LP FIELD,12/07/2015,$3.00,,0.23,$0.69,$0.69,Successful,12/07/2015,,LP-100948,,,3659019966,$3000,$0.00,$2.31,Enterprise,0
"Kings, Inc. Couch",91762,LP FIELD,12/07/2015,$2.00,$0.05,0.23,$0.46,$0.46,Successful,12/08/2015,,LP-100949,,,3659118916,$3000,$0.00,$1.54,Enterprise,0
Table & 4 Chairs,91761,LP FIELD,12/07/2015,$103.00,$0.00,0.23,$23.69,$23.69,Successful,12/22/2015,,"LP-100911, LP-100931, LP-100937, LP-100988, LP-101020",,,Money Order,$3000,$0.00,$79.31,Enterprise,0
Table w/4 Chairs,91760,LP FIELD,12/07/2015,$125.00,$2.88,0.23,$28.75,$28.75,Successful,12/15/2015,,"LP-100916, LP-100941, LP-100989, LP-301025, LP-101026",,,3659567740,$3000,$0.00,$96.25,Enterprise,0
2 Bernhardt Chairs,91759,LP FIELD,12/07/2015,$78.00,$1.79,0.23,$17.94,$17.94,Successful,12/07/2015,,"LP-97780, LP-97781",,,3659014541,$3000,$0.00,$60.06,Enterprise,0
2 Bernhardt Chairs,91758,LP FIELD,12/07/2015,$78.00,$1.79,0.23,$17.94,$17.94,Successful,12/07/2015,,"LP-97728, LP-97729",,,3659014536,$3000,$0.00,$60.06,Enterprise,0
2 Bernhardt Chairs,91757,LP FIELD,12/07/2015,$115.00,$0.00,0.23,$26.45,$26.45,Successful,12/10/2015,,"LP-97776, LP-97777",,,Money Order,$3000,$0.00,$88.55,Enterprise,0
2 Bernhardt Chairs,91756,LP FIELD,12/07/2015,$98.90,$2.27,0.23,$22.74,$22.74,Successful,12/15/2015,,"LP-97778, LP-97779",,,3659567736,$3000,$0.00,$76.15,Enterprise,0
4 Bar Stools,91755,LP FIELD,12/07/2015,$46.00,$1.06,0.23,$10.58,$10.58,Successful,12/07/2015,,"LP-96836, LP-96859, LP-97766, LP-97767",,,3659011651,$3000,$0.00,$35.42,Enterprise,0
4 Bar Stools,91754,LP FIELD,12/07/2015,$50.00,$1.14,0.23,$11.50,$11.50,Successful,12/09/2015,,"LP-97823, LP-97830, LP-97838, LP-97842",,,3659183960,$3000,$0.00,$38.50,Enterprise,0
4 Bar Stools,91753,LP FIELD,12/07/2015,$46.00,$1.06,0.23,$10.58,$10.58,Successful,12/07/2015,,"LP-97764, LP-97765, LP-97768, LP-97821",,,3659011649,$3000,$0.00,$35.42,Enterprise,0
4 Bar Stools,91752,LP FIELD,12/07/2015,$46.00,$1.06,0.23,$10.58,$10.58,Successful,12/07/2015,,"LP-96835, LP-96837, LP-96840, LP-96862",,,3659011638,$3000,$0.00,$35.42,Enterprise,0
4 Bar Stools,91751,LP FIELD,12/07/2015,$50.00,$1.14,0.23,$11.50,$11.50,Successful,12/07/2015,,"LP-97825, LP-97826, LP-97827, LP-97833",,,3659011633,$3000,$0.00,$38.50,Enterprise,0
4 Bar Stools,91750,LP FIELD,12/07/2015,$50.00,$1.14,0.23,$11.50,$11.50,Successful,12/07/2015,,"LP-97828, LP-97829, LP-97831, LP-97832",,,3659011629,$3000,$0.00,$38.50,Enterprise,0
4 Bar Stools,91749,LP FIELD,12/07/2015,$50.00,$1.14,0.23,$11.50,$11.50,Successful,12/07/2015,,"LP-97834, LP-97836, LP-97837, LP-97848",,,3659012011,$3000,$0.00,$38.50,Enterprise,0
4 Bar Stools,91748,LP FIELD,12/07/2015,$46.00,$1.06,0.23,$10.58,$10.58,Successful,12/07/2015,,"LP-97835, LP-97839, LP-97840, LP-97841",,,3659012006,$3000,$0.00,$35.42,Enterprise,0
Mickey Thompson Motorcycle Drag Racing Tire,91722,DRUG TASK FORCE,12/07/2015,$27.13,$0.00,0.23,$6.23,$6.23,Successful,12/08/2015,,TF-329-067E,,,Cashiers Check,$3000,$0.00,$20.89,Enterprise,0
3 Michelin Motorcycle Tires,91721,DRUG TASK FORCE,12/07/2015,$205.00,$0.00,0.23,$47.15,$47.15,Successful,12/08/2015,,TF-329-067D,,,Cashiers Check,$3000,$0.00,$157.85,Enterprise,0
Gateway Laptop,91712,DRUG TASK FORCE,12/07/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,12/07/2015,,TF-329-006,,,3659022831,$3000,$0.00,$20.79,Enterprise,0
2012 Kawasaki Ninja ZX-14R,91691,DRUG TASK FORCE,12/03/2015,$10201.00,$234.62,0.23,$2346.23,$2346.23,Successful,12/03/2015,,TF-329-074,TF-329-074,,3658741730,$3000,$0.00,$7854.77,Enterprise,0
2004 Ford F-550,91701,OFM-WATER SERVICES,12/03/2015,$6400.00,$147.19,0.23,$1472.00,$1472.00,Successful,12/07/2015,80001017,,31A 4406,,3659018114,$3000,$0.00,$4928.00,Enterprise,0
Wet/Dry Vac,91700,SCHOOL BOARD WAREHOUSE,12/03/2015,$6.00,$0.14,0.23,$1.38,$1.38,Successful,12/03/2015,,SBS-7546,,,3658733359,$3000,$0.00,$4.62,Enterprise,0
2008 Chevrolet Impala,91699,OFM-POLICE,12/03/2015,$1605.00,$0.00,0.23,$369.15,$369.15,Successful,12/03/2015,80008416,,1691 JH,,Cashiers Check,$3000,$0.00,$1235.84,Enterprise,0
2014 Chevrolet Impala,91698,OFM-POLICE,12/03/2015,$410.00,$9.43,0.23,$94.30,$94.30,Successful,12/03/2015,80015898,,8362 AD,,3658726804,$3000,$0.00,$315.70,Enterprise,0
2008 Chevrolet Impala,91697,OFM-POLICE,12/03/2015,$275.00,$0.00,0.23,$63.25,$63.25,Successful,12/07/2015,80002133,,1385 JG,,Cashiers Check,$3000,$0.00,$211.75,Enterprise,0
2012 Ford Fusion,91696,OFM-POLICE,12/03/2015,$1600.00,$0.00,0.23,$368.00,$368.00,Successful,12/07/2015,80016711,,4083 AB,,Money Order,$3000,$0.00,$1232.00,Enterprise,0
2011 Chevrolet Impala,91695,OFM-POLICE,12/03/2015,$204.00,$4.69,0.23,$46.92,$46.92,Successful,12/10/2015,80015616,,2451 AJ,,3659299607,$3000,$0.00,$157.07,Enterprise,0
2006 Chevrolet Impala,91693,OFM-POLICE,12/03/2015,$1250.00,$0.00,0.23,$287.50,$287.50,Successful,12/07/2015,80004059,,1218 JF,,Money Order,$3000,$0.00,$962.50,Enterprise,0
Kubota Zero Turn Mower,91692,POLICE STATE DRUG FUND,12/03/2015,$9101.00,$0.00,0.23,$2093.23,$2093.23,Successful,12/07/2015,,,1063725,1063725,Cashiers Check,$3000,$145.00,$6862.77,Enterprise,0
2011 Chevrolet Impala,91703,OFM-POLICE,12/03/2015,$308.00,$0.00,0.23,$70.84,$70.84,Successful,12/07/2015,80015898,,8031 AJ,,Money Order,$3000,$0.00,$237.16,Enterprise,0
5 Gallon Gas Can,91629,POLICE VEHICLE IMPOUND,12/03/2015,$12.00,$0.28,0.23,$2.76,$2.76,Successful,12/29/2015,,IM-123560,,,3660211566,$3000,$0.00,$9.24,General Fund,0
Laptop Bags,91681,ITS,12/03/2015,$73.00,$1.68,0.23,$16.79,$16.79,Successful,12/07/2015,,99204,,,3659038085,$3000,$0.00,$56.21,General Fund,0
Laptop Bags,91680,ITS,12/03/2015,$46.00,$1.06,0.23,$10.58,$10.58,Successful,12/07/2015,,99211,,,3659038079,$3000,$0.00,$35.42,General Fund,0
2 Chairs,91679,MAYOR'S OFFICE,12/03/2015,$13.50,$0.31,0.23,$3.10,$3.10,Successful,12/05/2015,,"101030, 101031",,,3658907387,$3000,$0.00,$10.39,General Fund,0
2 Chairs,91678,MAYOR'S OFFICE,12/03/2015,$17.00,$0.39,0.23,$3.91,$3.91,Successful,12/05/2015,,"101027, 101032",,,3658907385,$3000,$0.00,$13.09,General Fund,0
2 Chairs,91677,MAYOR'S OFFICE,12/03/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,12/05/2015,,"101028, 101029",,,3658907382,$3000,$0.00,$24.64,General Fund,0
Dell Monitor,91676,PARKS,12/03/2015,$11.79,$0.00,0.23,$2.71,$2.71,Successful,12/10/2015,,101047,,,Cashiers Check,$3000,$0.00,$9.07,General Fund,0
Dell Monitor,91675,PARKS,12/03/2015,$22.51,$0.52,0.23,$5.17,$5.17,Successful,12/03/2015,,101044,,,3658740527,$3000,$0.00,$17.33,General Fund,0
Dell Monitor,91674,PARKS,12/03/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,12/15/2015,,101046,,,3659571284,$3000,$0.00,$12.32,General Fund,0
Dell Monitor,91673,PARKS,12/03/2015,$22.51,$0.52,0.23,$5.17,$5.17,Successful,12/14/2015,,101045,,,3659516055,$3000,$0.00,$17.33,General Fund,0
Dell Monitor,91672,PARKS,12/03/2015,$20.52,$0.47,0.23,$4.71,$4.71,Successful,12/03/2015,,101043,,,3658740523,$3000,$0.00,$15.80,General Fund,0
Trash Cans,91671,GENERAL SERVICES,12/03/2015,$88.00,$2.02,0.23,$20.24,$20.24,Successful,12/08/2015,,101042,,,3659106832,$3000,$0.00,$67.75,General Fund,0
Junior Dragster,91649,DRUG TASK FORCE,12/03/2015,$3627.00,$0.00,0.23,$834.21,$834.21,Successful,12/07/2015,,TF-329-029,,,Money Order,$3000,$0.00,$2792.79,Enterprise,0
2009 Chevrolet Impala,91704,OFM-POLICE,12/03/2015,$150.00,$0.00,0.23,$34.50,$34.50,Successful,12/07/2015,80013605,,1917 JI,,Money Order,$3000,$0.00,$115.50,Enterprise,0
Dell Computer,91665,ITS,12/02/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,12/07/2015,,99071,,,3659035341,$3000,$0.00,$20.79,General Fund,0
Dell Computer,91664,ITS,12/02/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,12/14/2015,,99072,,,3659516050,$3000,$0.00,$24.64,General Fund,0
Dell Computer,91663,ITS,12/02/2015,$30.00,$0.69,0.23,$6.90,$6.90,Successful,12/07/2015,,99060,,,3659035332,$3000,$0.00,$23.10,General Fund,0
Dell Computer,91662,ITS,12/02/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,12/31/2015,,99061,,,3660375861,$3000,$0.00,$24.64,General Fund,0
Dell Computer,91661,ITS,12/02/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,12/31/2015,,98976,,,3660375856,$3000,$0.00,$24.64,General Fund,0
Next Kids Bicycle,91660,POLICE VEHICLE IMPOUND,12/02/2015,$25.01,$0.57,0.23,$5.75,$5.75,Successful,12/08/2015,,IM-171147,,,3659099893,$3000,$0.00,$19.25,General Fund,0
Mongoose Kids Bicycle,91659,POLICE VEHICLE IMPOUND,12/02/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,12/02/2015,,IM-141644,,,3658638040,$3000,$0.00,$8.46,General Fund,0
Rallye 12-Speed Bicycle,91657,POLICE VEHICLE IMPOUND,12/02/2015,$14.00,$0.32,0.23,$3.22,$3.22,Successful,12/08/2015,,IM-171326,,,3659099635,$3000,$0.00,$10.78,General Fund,0
Giant 18-Speed Bicycle,91656,POLICE VEHICLE IMPOUND,12/02/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,12/02/2015,,IM-141593,,,3658663822,$3000,$0.00,$12.32,General Fund,0
Schwinn 21-Speed Bicycle,91655,POLICE VEHICLE IMPOUND,12/02/2015,$23.00,$0.00,0.23,$5.29,$5.29,Successful,12/09/2015,,IM-1063366,,,Money Order,$3000,$0.00,$17.71,General Fund,0
Schwinn 21-Speed Bicycle,91654,POLICE VEHICLE IMPOUND,12/02/2015,$57.00,$1.31,0.23,$13.11,$13.11,Successful,12/10/2015,,IM-154876,,,3659314270,$3000,$0.00,$43.89,General Fund,0
Trek 21-Speed Bicycle,91653,POLICE VEHICLE IMPOUND,12/02/2015,$52.00,$1.20,0.23,$11.96,$11.96,Successful,12/02/2015,,IM-1063365,,,3658636506,$3000,$0.00,$40.04,General Fund,0
